,publisher,author,isbn,date,title,weeks_on_list,no_of_words_title,ratings_count,reviews_count,text_reviews_count,work_ratings_count,work_reviews_count,work_text_reviews_count,average_rating,popularity
657,Bloomsbury,Samantha Shannon,1620401401,2013-09-08,THE BONE SEASON,1,3,120,229,52,55925,158992,8201,3.76,False
658,Tor/Tom Doherty,Terry Goodkind,1466826274,2013-09-08,THE THIRD KINGDOM,1,3,37,75,13,11071,25429,752,3.84,False
659,Harlequin,Sylvia Day,1459245954,2013-09-01,AFTERBURN,1,1,20891,43290,1191,23777,47662,1307,3.94,False
660,Bantam,J Kenner,0345545850,2013-08-18,COMPLETE ME,1,2,36237,58397,1445,41229,66267,1642,4.23,False
661,Harlequin,Susan Mallery,1460316487,2013-08-18,THREE LITTLE WORDS,1,3,47,65,12,8325,15664,678,4.15,False
662,Harlequin,Gena Showalter,1460316495,2013-08-18,THE DARKEST CRAVING,1,3,40,55,14,13735,27793,971,4.18,False
663,Touchstone,Philippa Gregory,1451626150,2013-08-11,THE WHITE PRINCESS,1,3,39,96,12,36342,87604,2920,3.9,False
664,St. Martin's,Iris Johansen,125002000X,2013-08-04,HUNTING EVE,1,2,11,21,2,5900,12399,417,4.1,False
665,Holt,Sue Grafton,1429901349,2013-07-28,A IS FOR ALIBI,1,4,384,572,32,160512,249932,4723,3.85,False
666,Gallery Books,Christina Lauren,1476751722,2013-07-28,BEAUTIFUL BITCH,1,2,136,206,23,38450,67043,1944,3.91,False
667,Grand Central,Jodi Ellen Malpas,1455578355,2013-07-21,THIS MAN CONFESSED,1,3,72,103,19,76045,111067,4073,4.4,False
668,Gallery Books,Kresley Cole,1476713359,2013-07-21,MACRIEVE,1,1,116,158,32,24235,39972,1709,4.3,False
669,Morrow/HarperCollins,James Rollins,0062194917,2013-07-14,THE EYE OF GOD,1,4,79,173,12,18435,31393,1166,4.1,False
670,Harlequin,Susan Mallery,1460315154,2013-07-14,TWO OF A KIND,1,4,7029,12109,421,8293,14689,524,4.14,False
671,Ballantine,Steve Berry,0345526562,2013-06-30,THE KING'S DECEPTION,1,3,45,81,10,12120,22069,1117,3.97,False
672,Bantam,Dean Koontz,0345535693,2013-06-16,DEEPLY ODD,1,2,35,80,5,19929,41179,1604,4.04,False
673,Zebra,Lisa Jackson,1420106341,2013-06-02,LEFT TO DIE,1,3,19,42,7,10932,29573,648,4.04,False
674,Simon & Schuster,Richard Paul Evans,1451628293,2013-05-26,A STEP OF FAITH,1,4,7624,12912,924,8701,14925,976,4.18,False
675,Viking,John le Carre,0670014893,2013-05-26,A DELICATE TRUTH,1,3,381,1044,68,9734,17552,1173,3.77,False
676,Houghton Mifflin Harcourt,Ann Patchett,0547548796,2013-05-26,THE MAGICIAN'S ASSISTANT,1,3,169,241,28,34233,60516,3390,3.67,False
677,HarperCollins,John Irving,0062204106,2013-05-19,A PRAYER FOR OWEN MEANY,1,5,21,45,7,284716,455720,13718,4.23,False
678,Atria,Colleen Hoover,1476746540,2013-05-19,THIS GIRL,1,2,238,375,78,70802,137485,6255,4.14,False
679,Dial,Sophie Kinsella,0812993853,2013-05-12,WEDDING NIGHT,1,2,216,371,54,80707,147596,6113,3.43,False
680,Doubleday,Edward Rutherfurd,0385535317,2013-05-12,PARIS,1,1,35,95,15,20354,57368,2453,4.0,False
681,St. Martin's,Iris Johansen,1250019974,2013-05-05,TAKING EVE,1,2,21,43,8,7531,16359,480,4.03,False
682,Gallery Books,Christina Lauren,1476731543,2013-05-05,BEAUTIFUL STRANGER,1,2,198,300,49,71838,116548,3830,4.2,False
683,"Mulholland/Little, Brown",Michael Robotham,0316221252,2013-05-05,SAY YOU'RE SORRY,1,3,45,114,16,9523,17827,1012,4.17,False
684,Random House Publishing,Debbie Macomber,0345533534,2013-04-21,STARTING NOW,1,2,40,87,15,10447,22499,1166,3.98,False
685,HarperCollins Publishers,Jeaniene Frost,0062075837,2013-04-14,TWICE TEMPTED,1,2,171,238,50,36783,57906,2517,4.28,False
686,Grand Central Publishing,Jean Hanff Korelitz,0446557633,2013-04-07,ADMISSION,1,1,14,34,5,6593,13194,1101,3.36,False
687,Random House Publishing,Maya Banks,0345538897,2013-04-07,HIGHLANDER MOST WANTED,1,3,125,226,38,13549,24018,1146,4.07,False
688,Simon & Schuster,S C Stephens,1476718210,2013-03-24,RECKLESS,1,1,240,338,48,75890,121134,5423,4.41,False
689,Howard Books,Karen Kingsbury,1451647042,2013-03-24,THE CHANCE,1,2,30,99,6,10733,25485,967,4.2,False
690,HarperCollins Publishers,Lynsay Sands,0062078127,2013-03-17,IMMORTAL EVER AFTER,1,3,48,79,15,9661,18312,627,4.26,False
691,St. Martin's Press,Jackie Collins,1250011019,2013-03-03,THE POWER TRIP,1,3,2,5,0,4876,8716,467,3.84,False
692,Grand Central Publishing,Douglas Preston and Lincoln Child,145551053X,2012-12-30,TWO GRAVES,1,2,61,153,12,21995,36124,1688,4.02,False
694,Knopf Doubleday Publishing,Ian McEwan,0385536836,2012-12-02,SWEET TOOTH,1,2,37,60,8,45963,89537,5990,3.42,False
695,Simon & Schuster,Jennifer Probst,1476717532,2012-11-25,THE MARRIAGE MISTAKE,1,3,728,1207,41,26098,44474,1322,3.94,False
696,Grand Central Publishing,Nelson DeMille,0759528330,2012-11-25,PLUM ISLAND,1,2,71,132,9,45124,67632,2136,4.03,False
697,Harlequin,Ron Carr,1459244370,2012-11-11,MY KIND OF CHRISTMAS,1,4,7757,14007,528,10115,18673,658,4.25,False
698,Howard Books,Karen Kingsbury,1451647026,2012-11-11,THE BRIDGE,1,2,10,24,4,10297,21182,1190,4.05,False
699,"Little, Brown & Company",Tom Wolfe,0316214582,2012-11-11,BACK TO BLOOD,1,3,20,75,5,8455,17396,1206,3.28,False
700,Random House Publishing,Justin Cronin,0345534891,2012-11-04,THE TWELVE,1,2,245,473,56,86803,146927,7690,4.01,False
701,Simon & Schuster,Kate Morton,143916309X,2012-11-04,THE SECRET KEEPER,1,3,58,117,15,133923,270048,14339,4.14,False
702,Harlequin,Susan Mallery,145924124X,2012-10-14,A FOOL'S GOLD CHRISTMAS,1,4,54,92,16,7912,13753,479,4.09,False
703,Random House Publishing,H P Mallory,0345531590,2012-10-14,SOMETHING WITCHY THIS WAY COMES,1,5,58,119,22,4898,7992,283,4.04,False
704,Hyperion Press,Richard Castle,1401304729,2012-09-30,FROZEN HEAT,1,2,69,110,11,13265,28706,1176,3.99,False
705,HarperCollins Publishers,Michael Chabon,0061493341,2012-09-30,TELEGRAPH AVENUE,1,2,17514,41407,2826,19899,47107,3151,3.38,False
706,Simon & Schuster,Tina Reber,1476718989,2012-09-30,LOVE UNREHEARSED,1,2,110,163,27,44805,68886,1884,4.25,False
707,Penguin Group,Junot Diaz,1594487367,2012-09-30,THIS IS HOW YOU LOSE HER,1,6,81070,184021,6826,89177,197155,7548,3.75,False
709,St. Martin's Press,Louise Penny,1250015278,2012-09-16,THE BEAUTIFUL MYSTERY,1,3,68,104,16,46324,78380,5103,4.19,False
710,Random House Publishing,Terry Brooks,0345523490,2012-09-09,WARDS OF FAERIE,1,3,27,131,4,7291,18307,544,4.04,False
711,Simon & Schuster,Philippa Gregory,1451626142,2012-09-02,THE KINGMAKER'S DAUGHTER,1,3,36,53,7,38213,86153,2849,3.97,False
713,St. Martin's Press,Lisa Kleypas,1250014271,2012-08-26,DREAM LAKE,1,2,63,98,20,11917,20643,1263,3.94,False
714,Kensington Publishing,Lisa Jackson,0758279590,2012-08-26,YOU DON'T WANT TO KNOW,1,5,13,24,5,7699,18878,908,3.79,False
716,Harlequin,Susan Mallery,1459234537,2012-08-19,ALL SUMMER LONG,1,3,49,64,8,10347,17706,512,4.15,False
717,HarperCollins Publishers,J A Jance,0062132385,2012-08-12,JUDGMENT CALL,1,2,28,49,11,6071,10834,520,4.05,False
718,Simon & Schuster,James Lee Burke,1451648154,2012-08-05,CREOLE BELLE,1,2,9,19,2,6992,11570,836,4.17,False
719,Zondervan,Karen Kingsbury,0310333644,2012-07-15,COMING HOME,1,2,1,9,0,5493,11043,546,4.39,False
720,HarperCollins Publishers,Jeaniene Frost,0062096273,2012-07-15,ONCE BURNED,1,2,266,365,81,58297,103057,3998,4.22,False
721,Harlequin,Susan Mallery,1459233174,2012-07-15,SUMMER NIGHTS,1,2,47,69,9,9517,16448,452,4.11,False
722,Random House Publishing,Dean Koontz,0345536770,2012-07-08,ODD INTERLUDE #2,1,3,18,24,6,5848,12903,147,4.19,False
723,Random House Publishing,Alan Furst,0679604227,2012-07-01,MISSION TO PARIS,1,3,25,39,13,7231,13555,1170,3.63,False
724,HarperCollins Publishers,Dorothea Benton Frank,0062194860,2012-07-01,PORCH LIGHTS,1,2,121,211,22,11610,21141,1219,3.87,False
725,St. Martin's Press,Mary Kay Andrews,1466802634,2012-06-24,SPRING FEVER,1,2,99,154,19,19439,35243,1558,3.94,False
726,HarperCollins Publishers,Julia Quinn,0062072919,2012-06-17,A NIGHT LIKE THIS,1,4,145,228,38,17244,28560,1341,3.85,False
727,HarperCollins Publishers,Rachel Gibson,0062069136,2012-06-17,RESCUE ME,1,2,55,122,18,9693,15129,622,3.78,False
728,Harlequin,Linda Lael Miller,1459230043,2012-06-17,BIG SKY COUNTRY,1,3,37,68,13,4630,8357,334,4.05,False
729,Henry Holt & Company,Hilary Mantel,0805090037,2012-05-27,BRING UP THE BODIES,1,4,115,239,12,70181,155192,7543,4.28,False
730,Simon & Schuster,Richard Paul Evans,1451628188,2012-05-27,THE ROAD TO GRACE,1,4,9291,14685,1142,10558,16828,1211,4.24,False
731,HarperCollins Publishers,Lynsay Sands,0062119370,2012-05-13,UNDER A VAMPIRE MOON,1,4,42,73,7,11690,20223,648,4.24,False
732,St. Martin's Press,Iris Johansen,1429952938,2012-05-06,WHAT DOESN'T KILL YOU,1,4,20,80,7,5754,11067,449,3.95,False
733,St. Martin's Press,Lisa Scottoline,1429942320,2012-04-29,COME HOME,1,2,21,42,5,17436,31189,1939,3.58,False
734,HarperCollins Publishers,Christopher Moore,0061779741,2012-04-22,SACRE BLEU,1,2,24173,49976,2949,30011,60835,3599,3.79,False
736,Knopf Doubleday Publishing,Alexander McCall Smith,0307378403,2012-04-22,THE LIMPOPO ACADEMY OF PRIVATE DETECTION,1,6,11342,19802,1580,13742,23470,1775,4.11,False
737,HarperCollins Publishers,Adriana Trigiani,0062098063,2012-04-22,THE SHOEMAKER'S WIFE,1,3,74,131,28,75077,136629,8296,3.99,False
739,Zondervan,Karen Kingsbury,0310427592,2012-04-15,LOVING,1,1,6,20,1,6835,12819,413,4.28,False
740,Harlequin,Lori Foster,1459225651,2012-04-15,A PERFECT STORM,1,3,8008,13365,455,9012,15242,549,4.22,False
741,Random House Publishing,Troy Denning,0345509226,2012-04-01,FATE OF THE JEDI: APOCALYPSE,1,5,199,440,18,4792,8041,239,4.03,False
742,Harlequin,Gena Showalter,1459222830,2012-03-18,THE DARKEST SEDUCTION,1,3,103,143,29,24425,43335,1253,4.34,False
743,St. Martin's Press,Lisa Kleypas,1429938374,2012-03-18,RAINSHADOW ROAD,1,2,88,150,29,14413,24289,1888,3.87,False
744,HarperCollins Publishers,Kim Harrison,0062101021,2012-03-11,A PERFECT BLOOD,1,3,154,242,35,34183,53558,1941,4.38,False
745,Simon & Schuster,J A Jance,1451628625,2012-02-26,LEFT FOR DEAD,1,3,3559,5973,309,4491,8030,387,3.99,False
747,Random House Publishing,Lara Adrian,0345529294,2012-02-12,DARKER AFTER MIDNIGHT,1,3,111,205,26,18506,31926,1092,4.37,False
748,Pocket Books,Sabrina Jeffries,1451642490,2012-02-12,A LADY NEVER SURRENDERS,1,4,17,33,5,5796,9940,405,4.13,False
749,"Little, Brown & Company",George Pelecanos,0316209554,2012-02-12,WHAT IT WAS,1,3,18,48,5,2104,3406,274,3.74,False
750,HarperCollins Publishers,Jennifer McMahon,0061807583,2012-02-05,ISLAND OF LOST GIRLS,1,4,56,100,15,11020,22018,1209,3.51,False
751,HarperCollins Publishers,Bernard Cornwell,0062097113,2012-02-05,DEATH OF KINGS,1,3,17,53,2,22083,39744,983,4.29,False
752,St. Martin's Press,Nevada Barr,1429951133,2012-02-05,THE ROPE,1,2,4,24,3,7420,12290,935,3.86,False
753,Simon & Schuster,Kresley Cole,1439177023,2012-01-29,LOTHAIRE,1,1,130,172,43,39639,59573,2527,4.42,False
754,Grand Central Publishing,Douglas Preston and Lincoln Child,0446564354,2012-01-29,GIDEON'S CORPSE,1,2,20,49,3,9945,17056,783,3.76,False
756,Random House Publishing,Drew Karpyshyn,0345511344,2011-12-04,THE OLD REPUBLIC: REVAN,1,4,11247,19971,797,14070,25284,1000,3.95,False
757,Tom Doherty Associates,Brandon Sanderson,1429994894,2011-11-27,THE ALLOY OF LAW,1,4,195,325,49,133258,225932,7965,4.21,False
758,Harlequin,Susan Mallery,1426834101,2011-11-20,ONLY US,1,2,4303,8223,206,5251,10068,259,3.85,False
759,Simon & Schuster,Richard Paul Evans,1451628005,2011-11-20,LOST DECEMBER,1,2,6572,12650,907,7140,13521,962,4.17,False
760,Center Street,Ted Dekker,1599952602,2011-11-13,BONEMAN'S DAUGHTERS,1,2,95,152,22,11838,20211,1079,3.76,False
761,Threshold Editions,Glenn Beck,1439187207,2011-11-13,THE SNOW ANGEL,1,3,3372,5785,433,3684,6268,456,4.0,False
762,HarperCollins Publishers,Guillermo del Toro and Chuck Hogan,0062066048,2011-11-13,THE NIGHT ETERNAL,1,3,45,66,11,26913,44799,2186,3.69,False
763,Knopf Doubleday Publishing,Julian Barnes,0307957330,2011-11-06,THE SENSE OF AN ENDING,1,5,258,442,75,146378,255420,15921,3.73,False
764,Simon & Schuster,Philippa Gregory,141656392X,2011-11-06,THE LADY OF THE RIVERS,1,5,72,182,13,63891,152317,3704,4.0,False
765,HarperCollins Publishers,Terry Pratchett,0062011847,2011-10-30,SNUFF,1,1,1095,1846,81,47597,75705,2752,4.15,False
766,Atria,"James Wesley, Rawles",1439172803,2011-10-23,SURVIVORS,1,1,1635,2791,188,2132,3702,235,3.56,False
767,Simon & Schuster,James Lee Burke,1451643144,2011-10-16,FEAST DAY OF FOOLS,1,4,6,14,2,4452,6976,573,3.96,False
768,HarperCollins,Neal Stephenson,0061977969,2011-10-09,REAMDE,1,1,43413,77225,4207,51070,92606,4951,3.97,False
769,Center Street,Karen Kingsbury,1599951193,2011-10-02,A THOUSAND TOMORROWS,1,3,11,17,2,6398,14090,392,4.32,False
770,Penguin Group,Michael Brandman,0399157840,2011-10-02,ROBERT B. PARKER'S KILLING THE BLUES,1,6,284,578,64,10324,15198,579,4.08,False
771,St. Martin's,Jackie Collins,1429962232,2011-10-02,GODDESS OF VENGEANCE,1,3,29,49,9,3611,7481,282,4.03,False
772,Random House,Linda Howard,0345526295,2011-09-25,PREY,1,1,132,200,41,8638,13536,666,3.76,False
773,Doherty,Terry Goodkind,0765327724,2011-09-04,THE OMEN MACHINE,1,3,666,1316,50,18944,38022,978,3.68,False
774,Random House,Lara Adrian,044033991X,2011-07-17,DEEPER THAN MIDNIGHT,1,3,214,314,34,20201,32271,1017,4.29,False
775,Zondervan,Karen Kingsbury,031042755X,2011-07-10,LEARNING,1,1,19,48,4,7413,13517,296,4.28,False
776,Random House,Karin Slaughter,0345528220,2011-07-10,FALLEN,1,1,117,197,21,39099,65282,1900,4.2,False
777,HarperCollins,Dorothea Benton Frank,0061961272,2011-07-03,FOLLY BEACH,1,2,8128,13995,706,8856,15318,769,3.88,False
778,Random House,Ann Brashares,0679605096,2011-07-03,SISTERHOOD EVERLASTING,1,2,310,630,48,33592,62634,4069,3.9,False
779,Penguin Group,Laurell K Hamilton,0425241130,2011-06-26,HIT LIST,1,2,23610,40812,1213,27390,47882,1615,3.94,False
780,HarperCollins,Julia Quinn,0062079530,2011-06-19,JUST LIKE HEAVEN,1,3,373,574,68,33755,60388,2165,3.94,False
781,Harlequin,Linda Lael Miller,0373775806,2011-06-19,CREED'S HONOR,1,2,3316,5400,160,3708,6164,184,4.17,False
782,Random House,Dean Koontz,0553593684,2011-06-12,FRANKENSTEIN: THE DEAD TOWN,1,4,7335,15333,483,8832,17835,567,3.95,False
783,Random House,Aaron Allston,0345509102,2011-06-12,CONVICTION,1,1,213,445,6,4645,7630,152,3.89,False
784,Grand Central,David Baldacci,1455504394,2011-05-22,NO TIME LEFT,1,3,2140,6184,188,5765,14035,276,3.71,False
785,Penguin Group,Christine Feehan,0515149330,2011-05-15,SAVAGE NATURE,1,2,444,1119,59,6485,12641,299,4.32,False
786,Harlequin,Sherryl Woods,0778329798,2011-05-15,MOONLIGHT COVE,1,2,4502,8714,225,5394,10709,272,4.09,False
787,HarperCollins,Rachel Gibson,0062079166,2011-05-15,ANY MAN OF MINE,1,4,77,122,18,15449,23260,720,3.99,False
788,St. Martin's,Iris Johansen,1429920165,2011-05-08,EVE,1,1,77,138,13,13484,24354,767,4.1,False
789,Kensington,Fern Michaels,1420122487,2011-04-17,HOME FREE,1,2,14,34,4,2781,6196,142,4.18,False
790,Knopf Doubleday,Henning Mankell,0307593495,2011-04-17,THE TROUBLED MAN,1,3,10618,16153,995,14324,22571,1393,3.99,False
791,Knopf Doubleday,Alexander McCall Smith,030737839X,2011-04-10,THE SATURDAY BIG TENT WEDDING PARTY,1,6,12007,19875,1483,14720,24038,1729,4.08,False
792,Zondervan,Karen Kingsbury,0310266289,2011-04-10,LEAVING,1,1,15594,29451,474,16608,31361,540,4.24,False
793,Random House,Tea Obreht,0385343833,2011-04-03,THE TIGER'S WIFE,1,3,76145,147789,8966,88747,171943,10717,3.4,False
794,St. Martin's,Lora Leigh,1429985356,2011-03-20,LIVE WIRE,1,2,38,61,3,6916,11681,296,4.24,False
795,HarperCollins,Kim Harrison,0061138061,2011-03-13,PALE DEMON,1,2,39121,56380,1659,43614,63062,1865,4.45,False
796,Grand Central,Douglas Preston and Lincoln Child,044656432X,2011-03-13,GIDEON'S SWORD,1,2,15686,24817,1160,18174,29812,1400,3.63,False
797,HarperCollins,Jeaniene Frost,0062065793,2011-03-13,THIS SIDE OF THE GRAVE,1,5,414,536,49,56748,81408,2456,4.28,False
799,Simon & Schuster,JA Jance,141656389X,2011-02-20,FATAL ERROR,1,2,18,38,4,4993,8608,398,3.92,False
800,Berkley,J D Robb,1101987995,2017-01-29,APPRENTICE IN DEATH,0,3,260,650,26,19614,35627,1574,4.42,False
802,Random House,Debbie Macomber,0553391860,2017-01-29,SWEET TOMORROWS,0,2,151,983,24,11551,24725,1132,4.14,False
803,"Little, Brown",James Patterson and David Ellis,1455589918,2017-01-29,THE MURDER HOUSE,0,3,208,501,14,34676,65190,3076,4.06,False
804,HQN,Diana Palmer,0373789947,2017-01-15,WYOMING BRAVE,0,2,92,616,17,1660,4205,180,3.95,False
805,Crown/Archetype,Blake Crouch,1101904232,2017-01-15,DARK MATTER,0,2,387,677,135,252106,568051,31302,4.1,False
806,Ilona Andrews,Ilona Andrews,1943772711,2017-01-08,ONE FELL SWEEP,0,3,22,31,7,21142,38812,1687,4.47,False
807,"Little, Brown",Stephenie Meyer,0316387835,2017-01-01,THE CHEMIST,0,2,3194,12658,644,69885,163547,8622,3.72,False
808,HTJB,Marie Force,1946136034,2017-01-01,LIGHT AFTER DARK,0,3,11,21,4,2166,4643,217,4.5,False
809,Harper/HarperCollins,Michael Chabon,0062225553,2017-01-01,MOONGLOW,0,1,23173,92767,2938,29273,109909,3402,3.81,False
810,Orbit,James S A Corey,0316217638,2016-12-25,BABYLON'S ASHES,0,2,96,129,19,43806,82818,2474,4.22,False
811,"Little, Brown",James Patterson with Richard DiLallo,0316319996,2016-12-25,THE CHRISTMAS MYSTERY,0,3,9,13,2,3412,6704,335,3.52,False
812,Putnam,Clive Cussler and Dirk Cussler,0399575510,2016-12-18,ODESSA SEA,0,2,3000,6983,298,5893,12324,392,4.0,False
813,Minotaur,Louise Penny,1250022126,2016-12-11,A GREAT RECKONING,0,3,66,136,10,42959,86355,4821,4.41,False
814,Morrow,Patricia Cornwell,0062436686,2016-12-11,CHAOS,0,1,540,2575,81,14635,31830,1516,3.58,False
815,Bantam,Janet Evanovich,0345542975,2016-12-11,TRICKY TWENTY-TWO,0,2,357,1186,46,46088,82341,4400,3.95,False
816,Simon & Schuster,Mary Higgins Clark and Alafair Burke,1501108581,2016-12-11,THE SLEEPING BEAUTY KILLER,0,4,455,1781,68,10109,22605,963,3.95,False
817,Penguin Press,Zadie Smith,1594203989,2016-12-04,SWING TIME,0,2,927,5322,101,57000,146393,5344,3.57,False
818,JKB,K Bromberg,1942832036,2016-12-04,SWEET CHEEKS,0,2,7258,16470,948,9810,20629,1269,4.15,False
819,Delacorte,Danielle Steel,1101883855,2016-11-27,THE AWARD,0,2,149,312,19,5262,10318,449,4.15,False
820,Emily Bestler/Atria,Kyle Mills,1476783489,2016-11-27,VINCE FLYNN: ORDER TO KILL,0,5,486,864,51,15404,28367,816,4.32,False
821,Anchor,Dan Brown,1101972971,2016-11-27,INFERNO,0,1,213,1011,40,464526,788088,37020,3.85,False
822,Harper/HarperCollins,Ann Patchett,0062491814,2016-11-20,COMMONWEALTH,0,1,75,112,22,140497,307633,13358,3.82,False
823,"Farrar, Straus & Giroux",Paul Beatty,1250083257,2016-11-20,THE SELLOUT,0,2,1723,3643,207,54643,141713,6131,3.77,False
824,"Little, Brown",Michael Connelly,1455524158,2016-11-20,THE CROSSING,0,2,209,444,14,45928,74918,3344,4.25,False
825,KT Publishing,Katy Evans,0997263636,2016-11-20,MR. PRESIDENT,0,2,10846,22955,1323,13564,28609,1735,4.1,False
826,Grand Central,Douglas Preston and Lincoln Child,1455536911,2016-11-13,THE OBSIDIAN CHAMBER,0,3,542,2137,87,13645,25536,1308,3.96,False
827,Morrow,Susan Wiggs,0062425471,2016-11-13,FAMILY TREE,0,2,17,27,7,10605,24931,1065,4.01,False
828,Scribner,M L Stedman,1451681763,2016-11-06,THE LIGHT BETWEEN OCEANS,0,4,306,542,58,393051,724166,34703,4.03,False
829,Dial,Annie Barrows,0812997840,2016-11-06,THE TRUTH ACCORDING TO US,0,5,31,74,13,16676,45707,2769,3.75,False
830,"Little, Brown",Maria Semple,0316403431,2016-11-06,TODAY WILL BE DIFFERENT,0,4,49738,104370,6589,59344,122862,7457,3.18,False
831,Flatiron,Mark Frost,1250075580,2016-11-06,THE SECRET HISTORY OF TWIN PEAKS,0,6,7512,17790,888,8756,20366,1052,3.94,False
832,Gallery,Christina Lauren,1501128000,2016-10-23,BEAUTIFUL,0,1,10492,25051,932,12995,29904,1264,4.19,False
833,Knopf,Carl Hiaasen,0385349750,2016-10-23,RAZOR GIRL,0,2,18,25,2,17416,31091,2180,3.82,False
834,St. Martin's,Jeffrey Archer,1466867507,2016-10-23,COMETH THE HOUR,0,3,12131,23548,993,25890,44494,1425,4.17,False
835,St. Martin's Griffin,Diane Chamberlain,1250010721,2016-10-16,THE SILENT SISTER,0,3,42,89,12,62368,127962,6017,3.95,False
837,Avon,Jill Shalvis,0062448056,2016-10-16,THE TROUBLE WITH MISTLETOE,0,4,0,1,0,6780,13369,992,3.92,False
838,Morrow/HarperCollins,Karin Slaughter,0062430238,2016-10-16,THE KEPT WOMAN,0,3,29,57,2,42122,105615,3017,4.1,False
839,Putnam,Clive Cussler and Robin Burcell,0399183973,2016-10-09,PIRATE,0,1,2954,6083,309,5713,10795,408,4.01,False
840,Doubleday,John Grisham,0553393480,2016-10-09,ROGUE LAWYER,0,2,616,2039,93,65601,109758,6065,3.74,False
841,Delacorte,Danielle Steel,0425285375,2016-10-02,RUSHING WATERS,0,2,10,20,1,7984,16052,578,3.91,False
842,Grand Central,Sandra Brown,1455581232,2016-10-02,STING,0,1,24,44,6,22006,47873,1686,3.95,False
844,Atria,William Kent Krueger,1476749280,2016-09-25,MANITOU CANYON,0,2,2942,5428,400,4626,8608,502,4.1,False
845,Morrow/HarperCollins,Patricia Cornwell,0062325426,2016-09-25,DEPRAVED HEART,0,2,385,1149,61,17452,38725,1678,3.62,False
846,Pamela Dorman/Viking,Jojo Moyes,0143108867,2016-09-25,AFTER YOU,0,2,48207,116036,2426,291867,583313,23025,3.73,False
847,Knopf,Nathan Hill,1101946628,2016-09-18,THE NIX,0,2,49,90,8,59948,151032,7553,4.08,False
848,HarperCollins,Jodi Picoult,0061980242,2016-09-11,THE PACT,0,2,995,1684,40,270675,398027,10195,4.01,False
849,Harper,Daniel Silva,0062320246,2016-09-04,THE BLACK WIDOW,0,3,5,16,1,27499,50831,2183,4.32,False
850,Atria,Colleen Hoover,1501110373,2016-08-28,IT ENDS WITH US,0,4,659,1220,160,205534,485746,26935,4.4,False
851,Ballantine,Emily Giffin,0345546938,2016-08-14,FIRST COMES LOVE,0,3,14,24,3,44312,102049,3294,3.6,False
852,Grand Central,Noah Hawley,1455561800,2016-08-14,BEFORE THE FALL,0,3,10,33,5,113553,232959,12075,3.72,False
853,BookShots,James Patterson with Maxine Paetro,0316360597,2016-08-07,THE TRIAL,0,2,27,46,5,9469,22636,669,3.98,False
854,Emily Bestler/Atria,Brad Thor,1476789371,2016-07-31,FOREIGN AGENT,0,2,6132,11301,441,11765,20697,638,4.21,False
855,Del Rey,Chuck Wendig,1101966947,2016-07-31,LIFE DEBT: AFTERMATH,0,3,23,41,6,11755,24851,1172,3.73,False
856,"Little, Brown",Elin Hilderbrand,0316375152,2016-07-31,HERE'S TO US,0,3,21,42,3,35049,71825,2570,3.75,False
857,"Little, Brown",Michael Connelly,0759525781,2016-07-31,THE BLACK ICE,0,3,138,245,19,62662,94496,2311,4.09,False
858,Morrow,Laura Lippman,0061796786,2016-07-24,WHAT THE DEAD KNOW,0,4,29,59,5,20437,37452,2347,3.55,False
859,EverAfter Romance,Alessandra Torre,1940941776,2016-07-24,MOONSHOT,0,1,11,17,3,12273,26228,1683,4.03,False
860,Avon Impulse,Eloisa James,0062573063,2016-07-17,A GENTLEMAN NEVER TELLS,0,4,1053,2200,147,2195,4050,193,3.83,False
861,"Little, Brown",James Patterson,0316317144,2016-07-17,CROSS KILL,0,2,5707,14776,656,9131,21266,844,3.91,False
862,Avon,Jill Shalvis,006244803X,2016-07-17,SWEET LITTLE LIES,0,3,6218,13819,727,8302,19429,1010,3.88,False
863,HQN,Raeanne Thayne,0373789831,2016-07-10,RIVERBEND ROAD,0,2,1563,3751,213,2380,5912,259,4.14,False
864,"Little, Brown",James Patterson and Maxine Paetro,031629005X,2016-07-10,15TH AFFAIR,0,2,15,28,2,29893,60065,1991,4.1,False
865,St. Martin's,Sherrilyn Kenyon,125008282X,2016-07-10,BORN OF LEGEND,0,3,28,48,8,5370,15658,595,4.55,False
866,Putnam,Clive Cussler and Boyd Morrison,0399175962,2016-07-03,THE EMPEROR'S REVENGE,0,3,243,511,22,6422,11759,418,4.26,False
867,Putnam,Nora Roberts,0515154121,2016-07-03,THE COLLECTOR,0,2,135,315,12,28920,48355,2303,3.94,False
868,Scribner,Annie Proulx,0743288785,2016-07-03,BARKSKINS,0,1,10592,37924,2180,14496,47051,2537,3.79,False
869,Avon,Lisa Kleypas,0062371851,2016-06-26,MARRYING WINTERBORNE,0,2,455,823,87,23538,40696,2420,4.09,False
870,Morrow/HarperCollins,Stephanie Dray and Laura Kamoie,0062347276,2016-06-26,AMERICA'S FIRST DAUGHTER,0,3,449,2378,78,44708,137240,4945,4.21,False
871,Morrow/HarperCollins,Dorothea Benton Frank,0062390759,2016-06-26,ALL SUMMER LONG,0,3,6539,15604,891,9103,20727,995,3.38,False
872,Crown/Archetype,Terry McMillan,1101902574,2016-06-26,I ALMOST FORGOT ABOUT YOU,0,5,5503,17400,1014,7226,21950,1217,3.69,False
